iso3,county,year,residence,improved_wat_%,improved_san_%,under_5_mortality_rates,income_group,region,total_population,gdp_per_capita_$,population_rural_%,population_urban_%
MWI,Malawi,2018,Urban,95.1,58.3,46.9,Low income,Sub-Saharan Africa,19791429.0,1006.183411,80.218,19.782
MWI,Malawi,2018,Rural,85.8,18.8,46.9,Low income,Sub-Saharan Africa,19791429.0,1006.183411,80.218,19.782
MWI,Malawi,2019,Urban,95.3,58.9,44.2,Low income,Sub-Saharan Africa,20478642.0,1057.279785,79.908,20.092
MWI,Malawi,2019,Rural,86.7,19.4,44.2,Low income,Sub-Saharan Africa,20478642.0,1057.279785,79.908,20.092
MWI,Malawi,2020,Urban,95.3,59.8,41.8,Low income,Sub-Saharan Africa,21179261.0,1077.923462,79.597,20.403
MWI,Malawi,2020,Rural,87.3,19.7,41.8,Low income,Sub-Saharan Africa,21179261.0,1077.923462,79.597,20.403
MWI,Malawi,2021,Urban,95.3,60.3,39.6,Low income,Sub-Saharan Africa,21891823.0,1100.864624,79.284,20.716
MWI,Malawi,2021,Rural,87.5,18.7,39.6,Low income,Sub-Saharan Africa,21891823.0,1100.864624,79.284,20.716
MWI,Malawi,2022,Urban,95.3,60.7,0,Low income,Sub-Saharan Africa,22615011.0,1126.971558,78.97,21.03
MWI,Malawi,2022,Rural,83.1,17.7,0,Low income,Sub-Saharan Africa,22615011.0,1126.971558,78.97,21.03
MEX,Mexico,2000,Urban,97.2,90.2,27.0,Upper-middle income,Latin America & Caribbean,98894229.0,16632.97461,25.26,74.74
MEX,Mexico,2000,Rural,85.7,74.7,27.0,Upper-middle income,Latin America & Caribbean,98894229.0,16632.97461,25.26,74.74
MEX,Mexico,2001,Urban,97.4,90.6,25.8,Upper-middle income,Latin America & Caribbean,100293026.0,16632.97461,24.846,75.154
MEX,Mexico,2001,Rural,86.6,76.0,25.8,Upper-middle income,Latin America & Caribbean,100293026.0,16632.97461,24.846,75.154
MEX,Mexico,2002,Urban,97.6,91.0,24.7,Upper-middle income,Latin America & Caribbean,101691823.0,16521.94336,24.436,75.564
MEX,Mexico,2002,Rural,87.5,77.3,24.7,Upper-middle income,Latin America & Caribbean,101691823.0,16521.94336,24.436,75.564
MEX,Mexico,2003,Urban,97.8,91.4,23.6,Upper-middle income,Latin America & Caribbean,103087611.0,16632.97461,24.03,75.97
MEX,Mexico,2003,Rural,88.4,78.6,23.6,Upper-middle income,Latin America & Caribbean,103087611.0,16632.97461,24.03,75.97
MEX,Mexico,2004,Urban,98.0,91.8,22.5,Upper-middle income,Latin America & Caribbean,104478144.0,17163.78516,23.627,76.373
MEX,Mexico,2004,Rural,89.3,79.9,22.5,Upper-middle income,Latin America & Caribbean,104478144.0,17163.78516,23.627,76.373
MEX,Mexico,2005,Urban,98.2,92.2,21.5,Upper-middle income,Latin America & Caribbean,105862215.0,17585.53906,23.228,76.772
MEX,Mexico,2005,Rural,90.2,81.2,21.5,Upper-middle income,Latin America & Caribbean,105862215.0,17585.53906,23.228,76.772
MEX,Mexico,2006,Urban,98.4,92.5,20.5,Upper-middle income,Latin America & Caribbean,107238692.0,18392.93164,22.832,77.168
MEX,Mexico,2006,Rural,90.9,82.2,20.5,Upper-middle income,Latin America & Caribbean,107238692.0,18392.93164,22.832,77.168
MEX,Mexico,2007,Urban,98.6,92.8,19.5,Upper-middle income,Latin America & Caribbean,108606558.0,18731.84766,22.44,77.56
MEX,Mexico,2007,Rural,91.6,83.2,19.5,Upper-middle income,Latin America & Caribbean,108606558.0,18731.84766,22.44,77.56
MEX,Mexico,2008,Urban,98.8,93.0,18.6,Upper-middle income,Latin America & Caribbean,109964921.0,18818.14063,22.051,77.949
MEX,Mexico,2008,Rural,92.3,84.0,18.6,Upper-middle income,Latin America & Caribbean,109964921.0,18818.14063,22.051,77.949
MEX,Mexico,2009,Urban,98.9,93.1,17.7,Upper-middle income,Latin America & Caribbean,111313010.0,17711.02539,21.666,78.334
MEX,Mexico,2009,Rural,92.7,84.6,17.7,Upper-middle income,Latin America & Caribbean,111313010.0,17711.02539,21.666,78.334
MEX,Mexico,2010,Urban,98.9,94.2,16.9,Upper-middle income,Latin America & Caribbean,112650079.0,18521.49219,21.284,78.716
MEX,Mexico,2010,Rural,93.2,85.2,16.9,Upper-middle income,Latin America & Caribbean,112650079.0,18521.49219,21.284,78.716
MEX,Mexico,2011,Urban,99.1,94.4,16.1,Upper-middle income,Latin America & Caribbean,113975571.0,19177.10742,20.905,79.095
MEX,Mexico,2011,Rural,93.7,85.8,16.1,Upper-middle income,Latin America & Caribbean,113975571.0,19177.10742,20.905,79.095
MEX,Mexico,2012,Urban,99.2,94.6,15.3,Upper-middle income,Latin America & Caribbean,115288000.0,19550.0625,20.53,79.47
MEX,Mexico,2012,Rural,94.2,86.4,15.3,Upper-middle income,Latin America & Caribbean,115288000.0,19550.0625,20.53,79.47
MEX,Mexico,2013,Urban,99.1,94.8,14.6,Upper-middle income,Latin America & Caribbean,116586000.0,19550.0625,20.158,79.842
MEX,Mexico,2013,Rural,94.6,87.0,14.6,Upper-middle income,Latin America & Caribbean,116586000.0,19550.0625,20.158,79.842
MEX,Mexico,2014,Urban,99.2,95.0,13.9,Upper-middle income,Latin America & Caribbean,117869000.0,19868.27734,19.789,80.211
MEX,Mexico,2014,Rural,95.1,87.6,13.9,Upper-middle income,Latin America & Caribbean,117869000.0,19868.27734,19.789,80.211
MEX,Mexico,2015,Urban,99.2,95.2,13.2,Upper-middle income,Latin America & Caribbean,119135000.0,20488.83789,19.423,80.577
MEX,Mexico,2015,Rural,95.5,88.2,13.2,Upper-middle income,Latin America & Caribbean,119135000.0,20488.83789,19.423,80.577
MEX,Mexico,2016,Urban,99.2,95.3,12.6,Upper-middle income,Latin America & Caribbean,120383000.0,20894.75586,19.06,80.94
MEX,Mexico,2016,Rural,95.7,88.6,12.6,Upper-middle income,Latin America & Caribbean,120383000.0,20894.75586,19.06,80.94
MEX,Mexico,2017,Urban,99.1,95.4,12.0,Upper-middle income,Latin America & Caribbean,121614000.0,21230.06055,18.7,81.3
MEX,Mexico,2017,Rural,95.9,89.0,12.0,Upper-middle income,Latin America & Caribbean,121614000.0,21230.06055,18.7,81.3
MEX,Mexico,2018,Urban,99.1,95.5,11.5,Upper-middle income,Latin America & Caribbean,122827000.0,21568.04688,18.343,81.657
MEX,Mexico,2018,Rural,96.2,89.4,11.5,Upper-middle income,Latin America & Caribbean,122827000.0,21568.04688,18.343,81.657
MEX,Mexico,2019,Urban,99.2,95.7,11.0,Upper-middle income,Latin America & Caribbean,124021000.0,21568.27539,17.989,82.011
MEX,Mexico,2019,Rural,96.3,89.9,11.0,Upper-middle income,Latin America & Caribbean,124021000.0,21568.27539,17.989,82.011
MEX,Mexico,2020,Urban,99.2,95.8,10.5,Upper-middle income,Latin America & Caribbean,125195000.0,19868.27734,17.638,82.362
MEX,Mexico,2020,Rural,96.5,90.2,10.5,Upper-middle income,Latin America & Caribbean,125195000.0,19868.27734,17.638,82.362
MEX,Mexico,2021,Urban,99.2,95.8,10.0,Upper-middle income,Latin America & Caribbean,126348000.0,20894.75586,17.29,82.71
MEX,Mexico,2021,Rural,96.5,90.2,10.0,Upper-middle income,Latin America & Caribbean,126348000.0,20894.75586,17.29,82.71
MEX,Mexico,2022,Urban,99.2,95.8,0,Upper-middle income,Latin America & Caribbean,127480000.0,21230.06055,16.945,83.055
MEX,Mexico,2022,Rural,96.6,90.4,0,Upper-middle income,Latin America & Caribbean,127480000.0,21230.06055,16.945,83.055
MMR,Myanmar,2000,Urban,90.9,90.7,82.4,Low income,East Asia & Pacific,46398004.0,0,72.684,27.316
MMR,Myanmar,2000,Rural,60.1,59.3,82.4,Low income,East Asia & Pacific,46398004.0,0,72.684,27.316
MMR,Myanmar,2001,Urban,91.6,91.3,80.0,Low income,East Asia & Pacific,46808779.0,0,72.31,27.69
MMR,Myanmar,2001,Rural,62.5,62.1,80.0,Low income,East Asia & Pacific,46808779.0,0,72.31,27.69
MMR,Myanmar,2002,Urban,92.3,91.9,77.7,Low income,East Asia & Pacific,47214966.0,0,71.933,28.067
MMR,Myanmar,2002,Rural,64.9,64.9,77.7,Low income,East Asia & Pacific,47214966.0,0,71.933,28.067
MMR,Myanmar,2003,Urban,93.0,92.5,75.3,Low income,East Asia & Pacific,47610427.0,0,71.554,28.446
MMR,Myanmar,2003,Rural,67.3,67.7,75.3,Low income,East Asia & Pacific,47610427.0,0,71.554,28.446
MMR,Myanmar,2004,Urban,93.7,93.1,72.9,Low income,East Asia & Pacific,47989828.0,0,71.171,28.829
MMR,Myanmar,2004,Rural,69.7,70.5,72.9,Low income,East Asia & Pacific,47989828.0,0,71.171,28.829
MMR,Myanmar,2005,Urban,94.4,93.7,70.5,Low income,East Asia & Pacific,48348107.0,0,70.786,29.214
MMR,Myanmar,2005,Rural,72.1,73.3,70.5,Low income,East Asia & Pacific,48348107.0,0,70.786,29.214
MMR,Myanmar,2006,Urban,94.7,94.1,68.1,Low income,East Asia & Pacific,48682137.0,0,70.398,29.602
MMR,Myanmar,2006,Rural,74.0,75.2,68.1,Low income,East Asia & Pacific,48682137.0,0,70.398,29.602
MMR,Myanmar,2007,Urban,94.7,94.5,65.7,Low income,East Asia & Pacific,48990595.0,0,70.007,29.993
MMR,Myanmar,2007,Rural,75.8,76.9,65.7,Low income,East Asia & Pacific,48990595.0,0,70.007,29.993
MMR,Myanmar,2008,Urban,94.7,94.9,63.4,Low income,East Asia & Pacific,49275453.0,0,69.613,30.387
MMR,Myanmar,2008,Rural,77.5,78.6,63.4,Low income,East Asia & Pacific,49275453.0,0,69.613,30.387
MMR,Myanmar,2009,Urban,94.5,95.3,61.1,Low income,East Asia & Pacific,49542036.0,0,69.215,30.785
MMR,Myanmar,2009,Rural,79.1,79.9,61.1,Low income,East Asia & Pacific,49542036.0,0,69.215,30.785
MMR,Myanmar,2010,Urban,94.3,95.7,58.8,Low income,East Asia & Pacific,49798485.0,4130.407715,68.815,31.185
MMR,Myanmar,2010,Rural,77.8,81.0,58.8,Low income,East Asia & Pacific,49798485.0,4130.407715,68.815,31.185
MMR,Myanmar,2011,Urban,94.5,95.9,56.6,Low income,East Asia & Pacific,50054770.0,4460.038086,68.411,31.589
MMR,Myanmar,2011,Rural,80.8,83.0,56.6,Low income,East Asia & Pacific,50054770.0,4460.038086,68.411,31.589
MMR,Myanmar,2012,Urban,94.7,96.1,54.5,Low income,East Asia & Pacific,50320875.0,4820.697266,68.004,31.996
MMR,Myanmar,2012,Rural,83.8,85.0,54.5,Low income,East Asia & Pacific,50320875.0,4820.697266,68.004,31.996
MMR,Myanmar,2013,Urban,94.9,96.3,52.4,Low income,East Asia & Pacific,50606771.0,5145.92627,67.594,32.406
MMR,Myanmar,2013,Rural,86.8,87.0,52.4,Low income,East Asia & Pacific,50606771.0,5145.92627,67.594,32.406
MMR,Myanmar,2014,Urban,95.1,96.5,50.5,Low income,East Asia & Pacific,50922256.0,5472.549316,67.181,32.819
MMR,Myanmar,2014,Rural,89.8,89.0,50.5,Low income,East Asia & Pacific,50922256.0,5472.549316,67.181,32.819
MMR,Myanmar,2015,Urban,95.3,96.7,48.6,Low income,East Asia & Pacific,51276949.0,5791.905273,66.765,33.235
MMR,Myanmar,2015,Rural,92.8,91.0,48.6,Low income,East Asia & Pacific,51276949.0,5791.905273,66.765,33.235
MMR,Myanmar,2016,Urban,95.5,96.9,46.8,Low income,East Asia & Pacific,51679051.0,6078.694336,66.345,33.655
MMR,Myanmar,2016,Rural,94.6,90.8,46.8,Low income,East Asia & Pacific,51679051.0,6078.694336,66.345,33.655
MMR,Myanmar,2017,Urban,95.7,97.2,45.1,Low income,East Asia & Pacific,52132578.0,6317.061035,65.923,34.077
MMR,Myanmar,2017,Rural,96.5,90.5,45.1,Low income,East Asia & Pacific,52132578.0,6317.061035,65.923,34.077
MMR,Myanmar,2018,Urban,95.8,97.4,43.5,Low income,East Asia & Pacific,52636756.0,6650.584473,65.497,34.503
MMR,Myanmar,2018,Rural,98.3,90.2,43.5,Low income,East Asia & Pacific,52636756.0,6650.584473,65.497,34.503
MMR,Myanmar,2019,Urban,95.9,97.7,42.0,Lower-middle income,East Asia & Pacific,53188550.0,6998.65332,65.068,34.932
MMR,Myanmar,2019,Rural,100.2,89.9,42.0,Lower-middle income,East Asia & Pacific,53188550.0,6998.65332,65.068,34.932
MMR,Myanmar,2020,Urban,96.6,97.7,40.6,Lower-middle income,East Asia & Pacific,53782970.0,7160.316406,64.636,35.364
MMR,Myanmar,2020,Rural,100.7,89.7,40.6,Lower-middle income,East Asia & Pacific,53782970.0,7160.316406,64.636,35.364
MMR,Myanmar,2021,Urban,97.2,97.8,39.2,Lower-middle income,East Asia & Pacific,54415842.0,5791.905273,64.2,35.8
MMR,Myanmar,2021,Rural,100.5,88.5,39.2,Lower-middle income,East Asia & Pacific,54415842.0,5791.905273,64.2,35.8
MMR,Myanmar,2022,Urban,97.5,97.9,0,Lower-middle income,East Asia & Pacific,55083654.0,0,63.762,36.238
MMR,Myanmar,2022,Rural,92.3,92.1,0,Lower-middle income,East Asia & Pacific,55083654.0,0,63.762,36.238
NPL,Nepal,2000,Urban,92.9,68.4,0,Unkown,Unkown,0,0,0,0
NPL,Nepal,2000,Rural,77.5,23.6,0,Unkown,Unkown,0,0,0,0
NPL,Nepal,2001,Urban,93.6,70.0,0,Unkown,Unkown,0,0,0,0
NPL,Nepal,2001,Rural,79.0,26.0,0,Unkown,Unkown,0,0,0,0
NPL,Nepal,2002,Urban,94.3,71.6,0,Unkown,Unkown,0,0,0,0
NPL,Nepal,2002,Rural,80.5,28.4,0,Unkown,Unkown,0,0,0,0
NPL,Nepal,2003,Urban,95.0,73.2,0,Unkown,Unkown,0,0,0,0
NPL,Nepal,2003,Rural,82.0,30.8,0,Unkown,Unkown,0,0,0,0
NPL,Nepal,2004,Urban,95.7,74.8,0,Unkown,Unkown,0,0,0,0
NPL,Nepal,2004,Rural,83.5,33.2,0,Unkown,Unkown,0,0,0,0
NPL,Nepal,2005,Urban,96.4,76.4,0,Unkown,Unkown,0,0,0,0
NPL,Nepal,2005,Rural,85.0,35.6,0,Unkown,Unkown,0,0,0,0
NPL,Nepal,2006,Urban,96.5,77.9,0,Unkown,Unkown,0,0,0,0
NPL,Nepal,2006,Rural,86.5,38.5,0,Unkown,Unkown,0,0,0,0
NPL,Nepal,2007,Urban,96.4,79.4,0,Unkown,Unkown,0,0,0,0
NPL,Nepal,2007,Rural,88.1,41.4,0,Unkown,Unkown,0,0,0,0
NPL,Nepal,2008,Urban,96.5,80.9,0,Unkown,Unkown,0,0,0,0
NPL,Nepal,2008,Rural,89.6,44.3,0,Unkown,Unkown,0,0,0,0
NPL,Nepal,2009,Urban,96.4,82.3,0,Unkown,Unkown,0,0,0,0
NPL,Nepal,2009,Rural,91.1,47.3,0,Unkown,Unkown,0,0,0,0
NPL,Nepal,2010,Urban,96.2,84.8,0,Unkown,Unkown,0,0,0,0
NPL,Nepal,2010,Rural,92.7,50.1,0,Unkown,Unkown,0,0,0,0
NPL,Nepal,2011,Urban,96.1,85.7,0,Unkown,Unkown,0,0,0,0
NPL,Nepal,2011,Rural,93.9,52.8,0,Unkown,Unkown,0,0,0,0
NPL,Nepal,2012,Urban,96.0,86.6,0,Unkown,Unkown,0,0,0,0
NPL,Nepal,2012,Rural,95.1,55.5,0,Unkown,Unkown,0,0,0,0
NPL,Nepal,2013,Urban,95.9,87.5,0,Unkown,Unkown,0,0,0,0
NPL,Nepal,2013,Rural,96.3,58.2,0,Unkown,Unkown,0,0,0,0
NPL,Nepal,2014,Urban,95.8,88.4,0,Unkown,Unkown,0,0,0,0
NPL,Nepal,2014,Rural,97.5,60.9,0,Unkown,Unkown,0,0,0,0
NPL,Nepal,2015,Urban,95.7,89.3,0,Unkown,Unkown,0,0,0,0
NPL,Nepal,2015,Rural,98.7,63.6,0,Unkown,Unkown,0,0,0,0
NPL,Nepal,2016,Urban,95.8,90.9,0,Unkown,Unkown,0,0,0,0
NPL,Nepal,2016,Rural,99.8,66.6,0,Unkown,Unkown,0,0,0,0
NPL,Nepal,2017,Urban,96.0,92.5,0,Unkown,Unkown,0,0,0,0
NPL,Nepal,2017,Rural,100.9,69.6,0,Unkown,Unkown,0,0,0,0
NPL,Nepal,2018,Urban,96.2,94.1,0,Unkown,Unkown,0,0,0,0
NPL,Nepal,2018,Rural,102.0,72.6,0,Unkown,Unkown,0,0,0,0
NPL,Nepal,2019,Urban,96.4,95.7,0,Unkown,Unkown,0,0,0,0
NPL,Nepal,2019,Rural,103.1,75.6,0,Unkown,Unkown,0,0,0,0
NPL,Nepal,2020,Urban,96.5,95.8,0,Unkown,Unkown,0,0,0,0
NPL,Nepal,2020,Rural,103.1,77.8,0,Unkown,Unkown,0,0,0,0
NPL,Nepal,2021,Urban,96.6,95.7,0,Unkown,Unkown,0,0,0,0
NPL,Nepal,2021,Rural,102.4,79.1,0,Unkown,Unkown,0,0,0,0
NPL,Nepal,2022,Urban,96.6,94.5,0,Unkown,Unkown,0,0,0,0
NPL,Nepal,2022,Rural,93.9,76.9,0,Unkown,Unkown,0,0,0,0
NGA,Nigeria,2000,Urban,73.7,43.4,201.3,Lower-middle income,Sub-Saharan Africa,122851984.0,2576.495117,60.104,39.896
NGA,Nigeria,2000,Rural,39.0,21.1,201.3,Lower-middle income,Sub-Saharan Africa,122851984.0,2576.495117,60.104,39.896
NGA,Nigeria,2001,Urban,74.5,44.4,195.4,Lower-middle income,Sub-Saharan Africa,125743454.0,2640.402832,59.395,40.605
NGA,Nigeria,2001,Rural,40.4,22.4,195.4,Lower-middle income,Sub-Saharan Africa,125743454.0,2640.402832,59.395,40.605
NGA,Nigeria,2002,Urban,75.5,45.5,189.5,Lower-middle income,Sub-Saharan Africa,128713079.0,3060.757813,58.685,41.315
NGA,Nigeria,2002,Rural,41.7,23.6,189.5,Lower-middle income,Sub-Saharan Africa,128713079.0,3060.757813,58.685,41.315
NGA,Nigeria,2003,Urban,76.4,46.6,183.6,Lower-middle income,Sub-Saharan Africa,131759630.0,3373.25708,57.975,42.025
NGA,Nigeria,2003,Rural,43.1,24.8,183.6,Lower-middle income,Sub-Saharan Africa,131759630.0,3373.25708,57.975,42.025
NGA,Nigeria,2004,Urban,77.4,47.7,177.7,Lower-middle income,Sub-Saharan Africa,134882101.0,3685.241455,57.265,42.735
NGA,Nigeria,2004,Rural,44.4,26.0,177.7,Lower-middle income,Sub-Saharan Africa,134882101.0,3685.241455,57.265,42.735
NGA,Nigeria,2005,Urban,78.4,48.8,171.8,Lower-middle income,Sub-Saharan Africa,138079832.0,3882.880127,56.554,43.446
NGA,Nigeria,2005,Rural,45.8,27.2,171.8,Lower-middle income,Sub-Saharan Africa,138079832.0,3882.880127,56.554,43.446
NGA,Nigeria,2006,Urban,80.0,50.4,165.9,Lower-middle income,Sub-Saharan Africa,141352425.0,4130.407715,55.842,44.158
NGA,Nigeria,2006,Rural,46.9,27.6,165.9,Lower-middle income,Sub-Saharan Africa,141352425.0,4130.407715,55.842,44.158
NGA,Nigeria,2007,Urban,81.5,51.8,160.0,Lower-middle income,Sub-Saharan Africa,144700057.0,4351.488281,55.13,44.87
NGA,Nigeria,2007,Rural,48.0,28.0,160.0,Lower-middle income,Sub-Saharan Africa,144700057.0,4351.488281,55.13,44.87
NGA,Nigeria,2008,Urban,83.1,53.1,154.1,Lower-middle income,Sub-Saharan Africa,148123284.0,4598.834473,54.417,45.583
NGA,Nigeria,2008,Rural,48.9,28.3,154.1,Lower-middle income,Sub-Saharan Africa,148123284.0,4598.834473,54.417,45.583
NGA,Nigeria,2009,Urban,84.6,54.2,148.2,Lower-middle income,Sub-Saharan Africa,151622990.0,4820.697266,53.704,46.296
NGA,Nigeria,2009,Rural,49.3,28.4,148.2,Lower-middle income,Sub-Saharan Africa,151622990.0,4820.697266,53.704,46.296
NGA,Nigeria,2010,Urban,85.4,55.2,142.3,Lower-middle income,Sub-Saharan Africa,155199641.0,5145.92627,52.99,47.01
NGA,Nigeria,2010,Rural,49.4,28.5,142.3,Lower-middle income,Sub-Saharan Africa,155199641.0,5145.92627,52.99,47.01
NGA,Nigeria,2011,Urban,86.6,56.4,136.4,Lower-middle income,Sub-Saharan Africa,158853752.0,5359.176758,52.276,47.724
NGA,Nigeria,2011,Rural,50.5,29.5,136.4,Lower-middle income,Sub-Saharan Africa,158853752.0,5359.176758,52.276,47.724
NGA,Nigeria,2012,Urban,87.9,57.6,130.5,Lower-middle income,Sub-Saharan Africa,162585978.0,5415.269531,51.561,48.439
NGA,Nigeria,2012,Rural,51.6,30.5,130.5,Lower-middle income,Sub-Saharan Africa,162585978.0,5415.269531,51.561,48.439
NGA,Nigeria,2013,Urban,89.2,58.8,124.6,Lower-middle income,Sub-Saharan Africa,166396860.0,5577.876465,50.846,49.154
NGA,Nigeria,2013,Rural,52.7,31.5,124.6,Lower-middle income,Sub-Saharan Africa,166396860.0,5577.876465,50.846,49.154
NGA,Nigeria,2014,Urban,90.5,60.0,118.7,Lower-middle income,Sub-Saharan Africa,170286824.0,5863.63916,50.13,49.87
NGA,Nigeria,2014,Rural,53.8,32.5,118.7,Lower-middle income,Sub-Saharan Africa,170286824.0,5863.63916,50.13,49.87
NGA,Nigeria,2015,Urban,91.9,61.0,112.8,Lower-middle income,Sub-Saharan Africa,174256244.0,5953.589355,49.414,50.586
NGA,Nigeria,2015,Rural,54.9,33.5,112.8,Lower-middle income,Sub-Saharan Africa,174256244.0,5953.589355,49.414,50.586
NGA,Nigeria,2016,Urban,92.9,61.9,106.9,Lower-middle income,Sub-Saharan Africa,178305456.0,5791.905273,48.698,51.302
NGA,Nigeria,2016,Rural,56.4,34.6,106.9,Lower-middle income,Sub-Saharan Africa,178305456.0,5791.905273,48.698,51.302
NGA,Nigeria,2017,Urban,93.9,62.7,101.0,Lower-middle income,Sub-Saharan Africa,182433984.0,5791.905273,47.981,52.019
NGA,Nigeria,2017,Rural,57.9,35.7,101.0,Lower-middle income,Sub-Saharan Africa,182433984.0,5791.905273,47.981,52.019
NGA,Nigeria,2018,Urban,94.9,63.5,95.1,Lower-middle income,Sub-Saharan Africa,186641208.0,5863.63916,47.264,52.736
NGA,Nigeria,2018,Rural,59.4,36.7,95.1,Lower-middle income,Sub-Saharan Africa,186641208.0,5863.63916,47.264,52.736
NGA,Nigeria,2019,Urban,95.9,64.3,89.2,Lower-middle income,Sub-Saharan Africa,190926424.0,5953.589355,46.547,53.453
NGA,Nigeria,2019,Rural,60.9,37.7,89.2,Lower-middle income,Sub-Saharan Africa,190926424.0,5953.589355,46.547,53.453
NGA,Nigeria,2020,Urban,96.7,64.7,83.3,Lower-middle income,Sub-Saharan Africa,195289600.0,5791.905273,45.829,54.171
NGA,Nigeria,2020,Rural,61.9,38.3,83.3,Lower-middle income,Sub-Saharan Africa,195289600.0,5791.905273,45.829,54.171
NGA,Nigeria,2021,Urban,97.1,65.0,77.4,Lower-middle income,Sub-Saharan Africa,199730416.0,5953.589355,45.111,54.889
NGA,Nigeria,2021,Rural,62.6,38.7,77.4,Lower-middle income,Sub-Saharan Africa,199730416.0,5953.589355,45.111,54.889
NGA,Nigeria,2022,Urban,97.5,65.2,0,Lower-middle income,Sub-Saharan Africa,204248832.0,6024.96582,44.392,55.608
NGA,Nigeria,2022,Rural,63.1,39.0,0,Lower-middle income,Sub-Saharan Africa,204248832.0,6024.96582,44.392,55.608
PAK,Pakistan,2000,Urban,96.6,69.4,101.9,Lower-middle income,South Asia,142343578.0,3424.316406,66.173,33.827
PAK,Pakistan,2000,Rural,87.2,32.3,101.9,Lower-middle income,South Asia,142343578.0,3424.316406,66.173,33.827
PAK,Pakistan,2001,Urban,97.0,70.5,99.5,Lower-middle income,South Asia,145325816.0,3468.101563,65.812,34.188
PAK,Pakistan,2001,Rural,87.7,34.8,99.5,Lower-middle income,South Asia,145325816.0,3468.101563,65.812,34.188
PAK,Pakistan,2002,Urban,97.4,71.6,97.2,Lower-middle income,South Asia,148389717.0,3523.513428,65.449,34.551
PAK,Pakistan,2002,Rural,88.2,37.3,97.2,Lower-middle income,South Asia,148389717.0,3523.513428,65.449,34.551
PAK,Pakistan,2003,Urban,97.8,72.7,94.9,Lower-middle income,South Asia,151528024.0,3625.32251,65.084,34.916
PAK,Pakistan,2003,Rural,88.7,39.8,94.9,Lower-middle income,South Asia,151528024.0,3625.32251,65.084,34.916
PAK,Pakistan,2004,Urban,98.2,73.8,92.5,Lower-middle income,South Asia,154734360.0,3815.155762,64.717,35.283
PAK,Pakistan,2004,Rural,89.2,42.3,92.5,Lower-middle income,South Asia,154734360.0,3815.155762,64.717,35.283
PAK,Pakistan,2005,Urban,98.6,74.9,90.2,Lower-middle income,South Asia,157999888.0,3995.89502,64.348,35.652
PAK,Pakistan,2005,Rural,89.7,44.8,90.2,Lower-middle income,South Asia,157999888.0,3995.89502,64.348,35.652
PAK,Pakistan,2006,Urban,98.8,75.8,87.9,Lower-middle income,South Asia,161320409.0,4168.04541,63.977,36.023
PAK,Pakistan,2006,Rural,90.1,46.6,87.9,Lower-middle income,South Asia,161320409.0,4168.04541,63.977,36.023
PAK,Pakistan,2007,Urban,99.0,76.7,85.6,Lower-middle income,South Asia,164690382.0,4293.414063,63.605,36.395
PAK,Pakistan,2007,Rural,90.5,48.4,85.6,Lower-middle income,South Asia,164690382.0,4293.414063,63.605,36.395
PAK,Pakistan,2008,Urban,99.1,77.3,83.4,Lower-middle income,South Asia,168105704.0,4351.488281,63.23,36.77
PAK,Pakistan,2008,Rural,91.0,49.7,83.4,Lower-middle income,South Asia,168105704.0,4351.488281,63.23,36.77
PAK,Pakistan,2009,Urban,98.8,77.7,81.1,Lower-middle income,South Asia,171561570.0,4460.038086,62.854,37.146
PAK,Pakistan,2009,Rural,91.5,50.7,81.1,Lower-middle income,South Asia,171561570.0,4460.038086,62.854,37.146
PAK,Pakistan,2010,Urban,98.4,78.0,78.9,Lower-middle income,South Asia,175053721.0,4557.485352,62.476,37.524
PAK,Pakistan,2010,Rural,92.0,50.7,78.9,Lower-middle income,South Asia,175053721.0,4557.485352,62.476,37.524
PAK,Pakistan,2011,Urban,98.4,79.1,76.8,Lower-middle income,South Asia,178577884.0,4628.71875,62.096,37.904
PAK,Pakistan,2011,Rural,92.6,53.4,76.8,Lower-middle income,South Asia,178577884.0,4628.71875,62.096,37.904
PAK,Pakistan,2012,Urban,98.4,80.2,74.6,Lower-middle income,South Asia,182142594.0,4771.026367,61.714,38.286
PAK,Pakistan,2012,Rural,93.2,56.1,74.6,Lower-middle income,South Asia,182142594.0,4771.026367,61.714,38.286
PAK,Pakistan,2013,Urban,98.4,81.3,72.5,Lower-middle income,South Asia,185750036.0,4928.324219,61.331,38.669
PAK,Pakistan,2013,Rural,93.8,58.8,72.5,Lower-middle income,South Asia,185750036.0,4928.324219,61.331,38.669
PAK,Pakistan,2014,Urban,98.4,82.4,70.4,Lower-middle income,South Asia,189398478.0,5109.914063,60.946,39.054
PAK,Pakistan,2014,Rural,94.4,61.5,70.4,Lower-middle income,South Asia,189398478.0,5109.914063,60.946,39.054
PAK,Pakistan,2015,Urban,98.4,83.5,68.4,Lower-middle income,South Asia,193086470.0,5272.247559,60.559,39.441
PAK,Pakistan,2015,Rural,95.0,64.2,68.4,Lower-middle income,South Asia,193086470.0,5272.247559,60.559,39.441
PAK,Pakistan,2016,Urban,98.5,84.5,66.5,Lower-middle income,South Asia,196813354.0,5472.549805,60.171,39.829
PAK,Pakistan,2016,Rural,94.8,65.7,66.5,Lower-middle income,South Asia,196813354.0,5472.549805,60.171,39.829
PAK,Pakistan,2017,Urban,98.6,85.5,64.6,Lower-middle income,South Asia,200577775.0,5730.076172,59.781,40.219
