iso3,country,year,region,income_group,under_5_mortality,population_total,population_rural_pct,population_urban_pct,gdp_per_capita_ppp
MWI,Malawi,2021,Sub-Saharan Africa,Low income,39.6,21891823,79.284,20.716,1100.864624
MWI,Malawi,2022,Sub-Saharan Africa,Low income,,22615011,78.97,21.03,1126.971558
MYS,Malaysia,2000,East Asia & Pacific,Upper-middle income,9.9,23533355,42.221,57.779,12239.16797
MYS,Malaysia,2001,East Asia & Pacific,Upper-middle income,9.4,24048897,41.446,58.554,12177.33789
MYS,Malaysia,2002,East Asia & Pacific,Upper-middle income,9.0,24574928,40.675,59.325,12821.90527
MYS,Malaysia,2003,East Asia & Pacific,Upper-middle income,8.6,25109312,39.908,60.092,13554.49805
MYS,Malaysia,2004,East Asia & Pacific,Upper-middle income,8.2,25650616,39.145,60.855,14559.54492
MYS,Malaysia,2005,East Asia & Pacific,Upper-middle income,7.8,26197547,38.386,61.614,15291.11133
MYS,Malaysia,2006,East Asia & Pacific,Upper-middle income,7.5,26748950,37.632,62.368,16223.51367
MYS,Malaysia,2007,East Asia & Pacific,Upper-middle income,7.2,27303799,36.882,63.118,17163.78516
MYS,Malaysia,2008,East Asia & Pacific,Upper-middle income,6.9,27861191,36.136,63.864,17894.48242
MYS,Malaysia,2009,East Asia & Pacific,Upper-middle income,6.6,28419958,35.395,64.605,17585.53906
MYS,Malaysia,2010,East Asia & Pacific,Upper-middle income,6.4,28975765,34.658,65.342,18818.14063
MYS,Malaysia,2011,East Asia & Pacific,Upper-middle income,6.2,29528373,30.342,69.658,19868.27734
MYS,Malaysia,2012,East Asia & Pacific,Upper-middle income,6.0,30078170,29.808,70.192,20894.75586
MYS,Malaysia,2013,East Asia & Pacific,Upper-middle income,5.8,30625757,29.278,70.722,21841.59766
MYS,Malaysia,2014,East Asia & Pacific,Upper-middle income,5.6,31171923,28.751,71.249,23082.83984
MYS,Malaysia,2015,East Asia & Pacific,Upper-middle income,5.4,31717387,28.228,71.772,24202.44141
MYS,Malaysia,2016,East Asia & Pacific,Upper-middle income,5.3,32262796,27.708,72.292,25102.39844
MYS,Malaysia,2017,East Asia & Pacific,Upper-middle income,5.1,32808453,27.192,72.808,26521.84961
MYS,Malaysia,2018,East Asia & Pacific,Upper-middle income,5.0,33354316,26.68,73.32,27710.22852
MYS,Malaysia,2019,East Asia & Pacific,Upper-middle income,4.9,33900336,26.171,73.829,29119.24805
MYS,Malaysia,2020,East Asia & Pacific,Upper-middle income,4.8,34446416,25.666,74.334,27251.36523
MYS,Malaysia,2021,East Asia & Pacific,Upper-middle income,4.7,34992520,25.164,74.836,28243.68555
MYS,Malaysia,2022,East Asia & Pacific,Upper-middle income,,35538600,24.666,75.334,30357.72656
NAM,Namibia,2000,Sub-Saharan Africa,Upper-middle income,66.8,1762140,68.618,31.382,6317.061035
NAM,Namibia,2001,Sub-Saharan Africa,Upper-middle income,64.8,1796853,68.169,31.831,6425.855469
NAM,Namibia,2002,Sub-Saharan Africa,Upper-middle income,62.8,1832961,67.72,32.28,6567.925293
NAM,Namibia,2003,Sub-Saharan Africa,Upper-middle income,60.8,1870381,67.27,32.73,6685.146484
NAM,Namibia,2004,Sub-Saharan Africa,Upper-middle income,58.8,1909015,66.819,33.181,7380.057129
NAM,Namibia,2005,Sub-Saharan Africa,Upper-middle income,56.8,1948777,66.368,33.632,7508.834473
NAM,Namibia,2006,Sub-Saharan Africa,Upper-middle income,54.8,1989585,65.916,34.084,8197.801758
NAM,Namibia,2007,Sub-Saharan Africa,Upper-middle income,52.8,2031355,65.463,34.537,8586.130859
NAM,Namibia,2008,Sub-Saharan Africa,Upper-middle income,50.8,2074007,65.009,34.991,8747.882813
NAM,Namibia,2009,Sub-Saharan Africa,Upper-middle income,48.8,2117462,64.554,35.446,8586.130859
NAM,Namibia,2010,Sub-Saharan Africa,Upper-middle income,46.8,2161642,64.098,35.902,9021.083984
NAM,Namibia,2011,Sub-Saharan Africa,Upper-middle income,44.8,2206474,63.64,36.36,9431.114258
NAM,Namibia,2012,Sub-Saharan Africa,Upper-middle income,42.8,2251884,63.181,36.819,9827.876953
NAM,Namibia,2013,Sub-Saharan Africa,Upper-middle income,40.8,2297800,62.721,37.279,10221.2334
NAM,Namibia,2014,Sub-Saharan Africa,Upper-middle income,38.8,2344150,62.26,37.74,10657.49121
NAM,Namibia,2015,Sub-Saharan Africa,Upper-middle income,36.8,2390866,61.797,38.203,11210.05371
NAM,Namibia,2016,Sub-Saharan Africa,Upper-middle income,34.8,2437877,61.333,38.667,11210.05371
NAM,Namibia,2017,Sub-Saharan Africa,Upper-middle income,32.8,2485116,60.867,39.133,11029.07324
NAM,Namibia,2018,Sub-Saharan Africa,Upper-middle income,30.8,2532514,60.4,39.6,11029.07324
NAM,Namibia,2019,Sub-Saharan Africa,Upper-middle income,28.8,2579997,59.932,40.068,10874.96094
NAM,Namibia,2020,Sub-Saharan Africa,Upper-middle income,26.8,2627514,59.462,40.538,10534.69727
NAM,Namibia,2021,Sub-Saharan Africa,Upper-middle income,24.8,2675017,58.99,41.01,10874.96094
NAM,Namibia,2022,Sub-Saharan Africa,Upper-middle income,,2722453,58.517,41.483,11210.05371
NER,Niger,2000,Sub-Saharan Africa,Low income,215.3,11309327,84.731,15.269,858.749774
NER,Niger,2001,Sub-Saharan Africa,Low income,209.2,11681533,84.457,15.543,884.341858
NER,Niger,2002,Sub-Saharan Africa,Low income,203.1,12065888,84.181,15.819,912.181213
NER,Niger,2003,Sub-Saharan Africa,Low income,197.0,12462886,83.903,16.097,950.485107
NER,Niger,2004,Sub-Saharan Africa,Low income,190.9,12873091,83.623,16.377,952.170288
NER,Niger,2005,Sub-Saharan Africa,Low income,184.8,13297075,83.341,16.659,980.518677
NER,Niger,2006,Sub-Saharan Africa,Low income,178.7,13735431,83.057,16.943,1006.183411
NER,Niger,2007,Sub-Saharan Africa,Low income,172.6,14188764,82.77,17.23,1022.016504
NER,Niger,2008,Sub-Saharan Africa,Low income,166.5,14657691,82.481,17.519,1057.279785
NER,Niger,2009,Sub-Saharan Africa,Low income,160.4,15142845,82.19,17.81,1077.923462
NER,Niger,2010,Sub-Saharan Africa,Low income,154.3,15644877,81.896,18.104,1157.060669
NER,Niger,2011,Sub-Saharan Africa,Low income,148.2,16164455,81.6,18.4,1181.792358
NER,Niger,2012,Sub-Saharan Africa,Low income,142.1,16702263,81.302,18.698,1292.030518
NER,Niger,2013,Sub-Saharan Africa,Low income,136.0,17258999,80.999,19.001,1324.786987
NER,Niger,2014,Sub-Saharan Africa,Low income,129.9,17835377,80.695,19.305,1417.472046
NER,Niger,2015,Sub-Saharan Africa,Low income,123.8,18432128,80.388,19.612,1447.882202
NER,Niger,2016,Sub-Saharan Africa,Low income,117.7,19049992,80.078,19.922,1472.179565
NER,Niger,2017,Sub-Saharan Africa,Low income,111.6,19689721,79.766,20.234,1515.259888
NER,Niger,2018,Sub-Saharan Africa,Low income,105.5,20352077,79.452,20.548,1579.544556
NER,Niger,2019,Sub-Saharan Africa,Low income,99.4,21037836,79.135,20.865,1620.066406
NER,Niger,2020,Sub-Saharan Africa,Low income,93.3,21747783,78.815,21.185,1620.066406
NER,Niger,2021,Sub-Saharan Africa,Low income,87.2,22482701,78.493,21.507,1620.066406
NER,Niger,2022,Sub-Saharan Africa,Low income,,23243377,78.169,21.831,1618.369507
NGA,Nigeria,2000,Sub-Saharan Africa,Lower-middle income,201.3,122851984,60.104,39.896,2576.495117
NGA,Nigeria,2001,Sub-Saharan Africa,Lower-middle income,195.4,125743454,59.395,40.605,2640.402832
NGA,Nigeria,2002,Sub-Saharan Africa,Lower-middle income,189.5,128713079,58.685,41.315,3060.757813
NGA,Nigeria,2003,Sub-Saharan Africa,Lower-middle income,183.6,131759630,57.975,42.025,3373.25708
NGA,Nigeria,2004,Sub-Saharan Africa,Lower-middle income,177.7,134882101,57.265,42.735,3685.241455
NGA,Nigeria,2005,Sub-Saharan Africa,Lower-middle income,171.8,138079832,56.554,43.446,3882.880127
NGA,Nigeria,2006,Sub-Saharan Africa,Lower-middle income,165.9,141352425,55.842,44.158,4130.407715
NGA,Nigeria,2007,Sub-Saharan Africa,Lower-middle income,160.0,144700057,55.13,44.87,4351.488281
NGA,Nigeria,2008,Sub-Saharan Africa,Lower-middle income,154.1,148123284,54.417,45.583,4598.834473
NGA,Nigeria,2009,Sub-Saharan Africa,Lower-middle income,148.2,151622990,53.704,46.296,4820.697266
NGA,Nigeria,2010,Sub-Saharan Africa,Lower-middle income,142.3,155199641,52.99,47.01,5145.92627
NGA,Nigeria,2011,Sub-Saharan Africa,Lower-middle income,136.4,158853752,52.276,47.724,5359.176758
NGA,Nigeria,2012,Sub-Saharan Africa,Lower-middle income,130.5,162585978,51.561,48.439,5415.269531
NGA,Nigeria,2013,Sub-Saharan Africa,Lower-middle income,124.6,166396860,50.846,49.154,5577.876465
NGA,Nigeria,2014,Sub-Saharan Africa,Lower-middle income,118.7,170286824,50.13,49.87,5863.63916
NGA,Nigeria,2015,Sub-Saharan Africa,Lower-middle income,112.8,174256244,49.414,50.586,5953.589355
NGA,Nigeria,2016,Sub-Saharan Africa,Lower-middle income,106.9,178305456,48.698,51.302,5791.905273
NGA,Nigeria,2017,Sub-Saharan Africa,Lower-middle income,101.0,182433984,47.981,52.019,5791.905273
NGA,Nigeria,2018,Sub-Saharan Africa,Lower-middle income,95.1,186641208,47.264,52.736,5863.63916
NGA,Nigeria,2019,Sub-Saharan Africa,Lower-middle income,89.2,190926424,46.547,53.453,5953.589355
NGA,Nigeria,2020,Sub-Saharan Africa,Lower-middle income,83.3,195289600,45.829,54.171,5791.905273
NGA,Nigeria,2021,Sub-Saharan Africa,Lower-middle income,77.4,199730416,45.111,54.889,5953.589355
NGA,Nigeria,2022,Sub-Saharan Africa,Lower-middle income,,204248832,44.392,55.608,6024.96582
NIC,Nicaragua,2000,Latin America & Caribbean,Lower-middle income,43.2,5047864,43.832,56.168,4460.038086
NIC,Nicaragua,2001,Latin America & Caribbean,Lower-middle income,41.4,5122581,43.406,56.594,4557.485352
NIC,Nicaragua,2002,Latin America & Caribbean,Lower-middle income,39.6,5198948,43.045,56.955,4557.485352
NIC,Nicaragua,2003,Latin America & Caribbean,Lower-middle income,37.8,5276901,42.748,57.252,4628.71875
NIC,Nicaragua,2004,Latin America & Caribbean,Lower-middle income,36.0,5356402,42.515,57.485,4865.241699
NIC,Nicaragua,2005,Latin America & Caribbean,Lower-middle income,34.2,5437439,42.346,57.654,5008.20459
NIC,Nicaragua,2006,Latin America & Caribbean,Lower-middle income,32.4,5520000,42.242,57.758,5272.247559
NIC,Nicaragua,2007,Latin America & Caribbean,Lower-middle income,30.6,5603842,42.202,57.798,5415.269531
NIC,Nicaragua,2008,Latin America & Caribbean,Lower-middle income,28.8,5688926,42.227,57.773,5577.876465
NIC,Nicaragua,2009,Latin America & Caribbean,Lower-middle income,27.0,5775215,42.316,57.684,5472.549316
NIC,Nicaragua,2010,Latin America & Caribbean,Lower-middle income,25.2,5862699,42.47,57.53,5577.876465
NIC,Nicaragua,2011,Latin America & Caribbean,Lower-middle income,23.4,5951336,42.688,57.312,5863.63916
NIC,Nicaragua,2012,Latin America & Caribbean,Lower-middle income,21.6,6040996,42.97,57.03,6128.577637
NIC,Nicaragua,2013,Latin America & Caribbean,Lower-middle income,19.8,6131557,43.316,56.684,6317.061035
NIC,Nicaragua,2014,Latin America & Caribbean,Lower-middle income,18.0,6222891,43.727,56.273,6525.845215
NIC,Nicaragua,2015,Latin America & Caribbean,Lower-middle income,16.2,6314875,44.202,55.798,6882.433594
NIC,Nicaragua,2016,Latin America & Caribbean,Lower-middle income,14.4,6407399,44.741,55.259,7262.384277
NIC,Nicaragua,2017,Latin America & Caribbean,Lower-middle income,12.6,6500366,45.344,54.656,7508.834473
NIC,Nicaragua,2018,Latin America & Caribbean,Lower-middle income,10.8,6593684,45.912,54.088,7262.384277
NIC,Nicaragua,2019,Latin America & Caribbean,Lower-middle income,9.0,6687258,46.544,53.456,7057.279785
NIC,Nicaragua,2020,Latin America & Caribbean,Lower-middle income,7.2,6781014,47.141,52.859,6882.433594
NIC,Nicaragua,2021,Latin America & Caribbean,Lower-middle income,5.4,6874836,47.802,52.198,7508.834473
NIC,Nicaragua,2022,Latin America & Caribbean,Lower-middle income,,6968600,48.428,51.572,7763.486328
NLD,Netherlands,2000,Europe & Central Asia,High income,5.9,15925574,12.724,87.276,43514.88281
NLD,Netherlands,2001,Europe & Central Asia,High income,5.6,16043003,12.428,87.572,44600.38281
NLD,Netherlands,2002,Europe & Central Asia,High income,5.3,16148332,12.135,87.865,44600.38281
NLD,Netherlands,2003,Europe & Central Asia,High income,5.0,16224766,11.844,88.156,44242.38281
NLD,Netherlands,2004,Europe & Central Asia,High income,4.8,16281789,11.537,88.463,45214.375
NLD,Netherlands,2005,Europe & Central Asia,High income,4.7,16319864,11.233,88.767,45988.34375
NLD,Netherlands,2006,Europe & Central Asia,High income,4.5,16346101,10.931,89.069,47390.40234
NLD,Netherlands,2007,Europe & Central Asia,High income,4.4,16381696,10.632,89.368,48206.97266
NLD,Netherlands,2008,Europe & Central Asia,High income,4.2,16445593,10.335,89.665,49283.24219
NLD,Netherlands,2009,Europe & Central Asia,High income,4.1,16530388,10.041,89.959,47390.40234
NLD,Netherlands,2010,Europe & Central Asia,High income,4.0,16615394,9.75,90.25,48206.97266
NLD,Netherlands,2011,Europe & Central Asia,High income,3.8,16693054,9.46,90.54,49283.24219
NLD,Netherlands,2012,Europe & Central Asia,High income,3.7,16754962,9.173,90.827,48652.41797
NLD,Netherlands,2013,Europe & Central Asia,High income,3.6,16799447,8.889,91.111,48652.41797
NLD,Netherlands,2014,Europe & Central Asia,High income,3.5,16856524,8.607,91.393,49283.24219
NLD,Netherlands,2015,Europe & Central Asia,High income,3.5,16922924,8.327,91.673,49958.125
NLD,Netherlands,2016,Europe & Central Asia,High income,3.4,16991196,8.049,91.951,50804.13672
NLD,Netherlands,2017,Europe & Central Asia,High income,3.4,17056586,7.774,92.226,51981.59375
NLD,Netherlands,2018,Europe & Central Asia,High income,3.3,17118090,7.501,92.499,52722.47656
NLD,Netherlands,2019,Europe & Central Asia,High income,3.3,17175402,7.23,92.77,53591.76953
NLD,Netherlands,2020,Europe & Central Asia,High income,3.2,17228807,6.962,93.038,51981.59375
NLD,Netherlands,2021,Europe & Central Asia,High income,3.2,17278277,6.696,93.304,54725.49609
NLD,Netherlands,2022,Europe & Central Asia,High income,,17323869,6.432,93.568,56481.33203
NOR,Norway,2000,Europe & Central Asia,High income,4.3,4490967,25.435,74.565,58231.41016
NOR,Norway,2001,Europe & Central Asia,High income,4.1,4513199,24.887,75.113,59152.28516
NOR,Norway,2002,Europe & Central Asia,High income,3.9,4538188,24.341,75.659,59535.89453
NOR,Norway,2003,Europe & Central Asia,High income,3.8,4564843,23.799,76.201,60249.66016
NOR,Norway,2004,Europe & Central Asia,High income,3.6,4591910,23.259,76.741,61954.19922
NOR,Norway,2005,Europe & Central Asia,High income,3.5,4623291,22.723,77.277,62986.29297
NOR,Norway,2006,Europe & Central Asia,High income,3.3,4660677,22.189,77.811,63359.81641
NOR,Norway,2007,Europe & Central Asia,High income,3.2,4709153,21.659,78.341,64320.14453
NOR,Norway,2008,Europe & Central Asia,High income,3.1,4768212,21.131,78.869,65258.45313
NOR,Norway,2009,Europe & Central Asia,High income,3.0,4828726,20.607,79.393,64320.14453
NOR,Norway,2010,Europe & Central Asia,High income,2.9,4889252,20.086,79.914,64640.23047
NOR,Norway,2011,Europe & Central Asia,High income,2.8,4953088,19.568,80.432,65258.45313
NOR,Norway,2012,Europe & Central Asia,High income,2.7,5018573,19.967,80.033,66505.84375
NOR,Norway,2013,Europe & Central Asia,High income,2.6,5079623,19.497,80.503,67229.96094
NOR,Norway,2014,Europe & Central Asia,High income,2.5,5137232,19.03,80.97,67585.53906
NOR,Norway,2015,Europe & Central Asia,High income,2.5,5188607,18.567,81.433,67966.57031
NOR,Norway,2016,Europe & Central Asia,High income,2.4,5234519,18.106,81.894,68130.1875
NOR,Norway,2017,Europe & Central Asia,High income,2.3,5276968,17.649,82.351,69888.65625
NOR,Norway,2018,Europe & Central Asia,High income,2.3,5311916,17.195,82.805,70572.79688
NOR,Norway,2019,Europe & Central Asia,High income,2.2,5347896,16.744,83.256,71603.16406
NOR,Norway,2020,Europe & Central Asia,High income,2.2,5372191,16.296,83.704,69986.53125
NOR,Norway,2021,Europe & Central Asia,High income,2.1,5399965,15.85,84.15,72623.84375
NOR,Norway,2022,Europe & Central Asia,High income,,5434319,15.408,84.592,74591.70313
NZL,New Zealand,2000,Europe & Central Asia,High income,7.2,3855000,15.485,84.515,31089.04297
NZL,New Zealand,2001,Europe & Central Asia,High income,6.9,3894000,15.118,84.882,31592.04492
NZL,New Zealand,2002,Europe & Central Asia,High income,6.6,3948000,14.754,85.246,32395.22266
NZL,New Zealand,2003,Europe & Central Asia,High income,6.3,4019600,14.392,85.608,33331.99609
NZL,New Zealand,2004,Europe & Central Asia,High income,6.0,4086400,14.032,85.968,34243.16406
NZL,New Zealand,2005,Europe & Central Asia,High income,5.7,4133900,13.675,86.325,34681.01563
NZL,New Zealand,2006,Europe & Central Asia,High income,5.5,4179300,13.32,86.68,35235.13281
NZL,New Zealand,2007,Europe & Central Asia,High income,5.2,4224100,14.07,85.93,35930.78125
NZL,New Zealand,2008,Europe & Central Asia,High income,5.0,4269300,13.75,86.25,35930.78125
NZL,New Zealand,2009,Europe & Central Asia,High income,4.8,4315800,13.432,86.568,35648.13281
NZL,New Zealand,2010,Europe & Central Asia,High income,4.6,4367800,13.117,86.883,36253.22656
NZL,New Zealand,2011,Europe & Central Asia,High income,4.4,4408100,13.224,86.776,36852.41406
NZL,New Zealand,2012,Europe & Central Asia,High income,4.2,4442100,13.332,86.668,37300.66406
NZL,New Zealand,2013,Europe & Central Asia,High income,4.1,4475100,13.44,86.56,37715.54688
NZL,New Zealand,2014,Europe & Central Asia,High income,3.9,4516500,13.549,86.451,38151.55859
NZL,New Zealand,2015,Europe & Central Asia,High income,3.8,4578900,13.658,86.342,38828.80078
NZL,New Zealand,2016,Europe & Central Asia,High income,3.6,4673849,13.768,86.232,39958.95313
NZL,New Zealand,2017,Europe & Central Asia,High income,3.5,4793900,13.879,86.121,40935.83594
NZL,New Zealand,2018,Europe & Central Asia,High income,3.4,4900600,13.99,86.01,41680.45703
NZL,New Zealand,2019,Europe & Central Asia,High income,3.3,4979300,13.693,86.307,42065.91406
NZL,New Zealand,2020,Europe & Central Asia,High income,3.2,5043300,13.398,86.602,41304.07813
NZL,New Zealand,2021,Europe & Central Asia,High income,3.2,5090400,13.105,86.895,42934.14063
NZL,New Zealand,2022,Europe & Central Asia,High income,,5122600,12.814,87.186,43514.88281
OMN,Oman,2000,Middle East & North Africa,High income,14.6,2291599,26.541,73.459,26613.63867
OMN,Oman,2001,Middle East & North Africa,High income,13.9,2330638,26.177,73.823,26315.03906
OMN,Oman,2002,Middle East & North Africa,High income,13.2,2367503,25.815,74.185,25872.29883
OMN,Oman,2003,Middle East & North Africa,High income,12.6,2402127,25.456,74.544,25872.29883
OMN,Oman,2004,Middle East & North Africa,High income,12.0,2434509,25.099,74.901,26315.03906
OMN,Oman,2005,Middle East & North Africa,High income,11.5,2464731,24.744,75.256,28085.13281
OMN,Oman,2006,Middle East & North Africa,High income,11.0,2492850,24.391,75.609,29588.51172
OMN,Oman,2007,Middle East & North Africa,High income,10.6,2519000,24.041,75.959,31089.04297
OMN,Oman,2008,Middle East & North Africa,High income,10.2,2543329,23.693,76.307,34243.16406
OMN,Oman,2009,Middle East & North Africa,High income,9.8,2565924,23.348,76.652,32894.45117
OMN,Oman,2010,Middle East & North Africa,High income,9.5,2586938,23.004,76.996,33331.99609
OMN,Oman,2011,Middle East & North Africa,High income,9.2,2606550,22.663,77.337,33331.99609
OMN,Oman,2012,Middle East & North Africa,High income,8.9,2624953,22.324,77.676,34681.01563
OMN,Oman,2013,Middle East & North Africa,High income,8.7,2642352,21.987,78.013,34681.01563
OMN,Oman,2014,Middle East & North Africa,High income,8.4,2658939,21.652,78.348,34681.01563
OMN,Oman,2015,Middle East & North Africa,High income,8.2,2674900,21.319,78.681,35235.13281
OMN,Oman,2016,Middle East & North Africa,High income,8.1,2690391,20.989,79.011,35235.13281
OMN,Oman,2017,Middle East & North Africa,High income,7.9,2705599,20.66,79.34,35235.13281
OMN,Oman,2018,Middle East & North Africa,High income,7.7,2720649,20.334,79.666,35648.13281
OMN,Oman,2019,Middle East & North Africa,High income,7.6,2735624,20.01,79.99,35930.78125
OMN,Oman,2020,Middle East & North Africa,High income,7.4,2750596,19.688,80.312,32395.22266
OMN,Oman,2021,Middle East & North Africa,High income,7.3,2765620,19.368,80.632,33331.99609
OMN,Oman,2022,Middle East & North Africa,High income,,2780695,19.051,80.949,34681.01563
PAK,Pakistan,2000,South Asia,Lower-middle income,101.9,142343578,66.173,33.827,3424.316406
PAK,Pakistan,2001,South Asia,Lower-middle income,99.5,145325816,65.812,34.188,3468.101563
PAK,Pakistan,2002,South Asia,Lower-middle income,97.2,148389717,65.449,34.551,3523.513428
PAK,Pakistan,2003,South Asia,Lower-middle income,94.9,151528024,65.084,34.916,3625.32251
PAK,Pakistan,2004,South Asia,Lower-middle income,92.5,154734360,64.717,35.283,3815.155762
PAK,Pakistan,2005,South Asia,Lower-middle income,90.2,157999888,64.348,35.652,3995.89502
PAK,Pakistan,2006,South Asia,Lower-middle income,87.9,161320409,63.977,36.023,4168.04541
PAK,Pakistan,2007,South Asia,Lower-middle income,85.6,164690382,63.605,36.395,4293.414063
PAK,Pakistan,2008,South Asia,Lower-middle income,83.4,168105704,63.23,36.77,4351.488281
PAK,Pakistan,2009,South Asia,Lower-middle income,81.1,171561570,62.854,37.146,4460.038086
PAK,Pakistan,2010,South Asia,Lower-middle income,78.9,175053721,62.476,37.524,4557.485352
PAK,Pakistan,2011,South Asia,Lower-middle income,76.8,178577884,62.096,37.904,4628.71875
PAK,Pakistan,2012,South Asia,Lower-middle income,74.6,182142594,61.714,38.286,4771.026367
PAK,Pakistan,2013,South Asia,Lower-middle income,72.5,185750036,61.331,38.669,4928.324219
PAK,Pakistan,2014,South Asia,Lower-middle income,70.4,189398478,60.946,39.054,5109.914063
PAK,Pakistan,2015,South Asia,Lower-middle income,68.4,193086470,60.559,39.441,5272.247559
PAK,Pakistan,2016,South Asia,Lower-middle income,66.5,196813354,60.171,39.829,5472.549805
PAK,Pakistan,2017,South Asia,Lower-middle income,64.6,200577775,59.781,40.219,5730.076172
PAK,Pakistan,2018,South Asia,Lower-middle income,62.8,204377856,59.389,40.611,5953.589355
PAK,Pakistan,2019,South Asia,Lower-middle income,61.1,208211475,58.996,41.004,5861.309082
PAK,Pakistan,2020,South Asia,Lower-middle income,59.4,212076935,58.601,41.399,5791.905273
PAK,Pakistan,2021,South Asia,Lower-middle income,57.9,215970222,58.204,41.796,6128.577637
PAK,Pakistan,2022,South Asia,Lower-middle income,,219892344,57.806,42.194,6428.188477
PAN,Panama,2000,Latin America & Caribbean,High income,22.1,2962295,30.316,69.684,12429.58496
PAN,Panama,2001,Latin America & Caribbean,High income,21.5,3014115,29.982,70.018,12503.74414
PAN,Panama,2002,Latin America & Caribbean,High income,20.8,3066601,29.649,70.351,12503.74414
PAN,Panama,2003,Latin America & Caribbean,High income,20.2,3120003,29.317,70.683,12920.89844
PAN,Panama,2004,Latin America & Caribbean,High income,19.6,3174577,28.986,71.014,13809.5293
PAN,Panama,2005,Latin America & Caribbean,High income,19.1,3230588,28.656,71.344,14615.1582
PAN,Panama,2006,Latin America & Caribbean,High income,18.5,3288295,28.327,71.673,15645.74805
PAN,Panama,2007,Latin America & Caribbean,High income,17.9,3347953,27.999,72.001,17469.75586
PAN,Panama,2008,Latin America & Caribbean,High income,17.4,3409825,27.672,72.328,18731.84766
PAN,Panama,2009,Latin America & Caribbean,High income,16.8,3474169,27.346,72.654,19177.10742
PAN,Panama,2010,Latin America & Caribbean,High income,16.3,3541231,27.021,72.979,19983.82422
PAN,Panama,2011,Latin America & Caribbean,High income,15.8,3611227,36.56,63.44,22128.79688
PAN,Panama,2012,Latin America & Caribbean,High income,15.3,3684347,36.196,63.804,24202.44141
PAN,Panama,2013,Latin America & Caribbean,High income,14.8,3760714,35.834,64.166,25700.41406
PAN,Panama,2014,Latin America & Caribbean,High income,14.4,3839958,35.474,64.526,26795.39844
PAN,Panama,2015,Latin America & Caribbean,High income,14.0,3921703,35.116,64.884,28243.68555
PAN,Panama,2016,Latin America & Caribbean,High income,13.5,4005541,34.759,65.241,29491.99609
PAN,Panama,2017,Latin America & Caribbean,High income,13.1,4090998,34.405,65.595,30821.57031
PAN,Panama,2018,Latin America & Caribbean,High income,12.7,4177607,34.052,65.948,31592.04492
PAN,Panama,2019,Latin America & Caribbean,High income,12.3,4264841,33.701,66.299,32395.22266
PAN,Panama,2020,Latin America & Caribbean,High income,12.0,4352264,33.351,66.649,26613.63867
PAN,Panama,2021,Latin America & Caribbean,High income,11.6,4439401,33.003,66.997,30357.72656
PAN,Panama,2022,Latin America & Caribbean,High income,,4525807,32.657,67.343,32894.45117
PER,Peru,2000,Latin America & Caribbean,Upper-middle income,33.5,26388432,29.155,70.845,6796.657227
PER,Peru,2001,Latin America & Caribbean,Upper-middle income,31.7,26639537,28.674,71.326,6882.433594
PER,Peru,2002,Latin America & Caribbean,Upper-middle income,29.9,26891040,28.196,71.804,7160.316406
PER,Peru,2003,Latin America & Caribbean,Upper-middle income,28.2,27144177,27.721,72.279,7380.057129
PER,Peru,2004,Latin America & Caribbean,Upper-middle income,26.5,27400192,27.248,72.752,7720.597656
PER,Peru,2005,Latin America & Caribbean,Upper-middle income,24.9,27660281,26.778,73.222,8197.801758
PER,Peru,2006,Latin America & Caribbean,Upper-middle income,23.4,27925628,26.311,73.689,8747.882813
PER,Peru,2007,Latin America & Caribbean,Upper-middle income,22.0,28197475,25.847,74.153,9431.114258
PER,Peru,2008,Latin America & Caribbean,Upper-middle income,20.6,28477002,25.385,74.615,10221.2334
PER,Peru,2009,Latin America & Caribbean,Upper-middle income,19.3,28765275,24.926,75.074,10317.06055
PER,Peru,2010,Latin America & Caribbean,Upper-middle income,18.1,29063220,24.47,75.53,11029.07324
PER,Peru,2011,Latin America & Caribbean,Upper-middle income,17.0,29371661,24.016,75.984,11565.48535
PER,Peru,2012,Latin America & Caribbean,Upper-middle income,16.0,29691316,23.565,76.435,12177.33789
PER,Peru,2013,Latin America & Caribbean,Upper-middle income,15.1,30022791,23.116,76.884,12821.90527
PER,Peru,2014,Latin America & Caribbean,Upper-middle income,14.2,30366601,22.67,77.33,13010.51855
PER,Peru,2015,Latin America & Caribbean,Upper-middle income,13.4,30723201,22.227,77.773,13247.86914
PER,Peru,2016,Latin America & Caribbean,Upper-middle income,12.7,31092991,21.786,78.214,13689.60547
PER,Peru,2017,Latin America & Caribbean,Upper-middle income,12.1,31476345,21.348,78.652,13997.39453
PER,Peru,2018,Latin America & Caribbean,Upper-middle income,11.5,31873323,20.912,79.088,14349.33789
PER,Peru,2019,Latin America & Caribbean,Upper-middle income,11.0,32284145,20.478,79.522,14555.51855
PER,Peru,2020,Latin America & Caribbean,Upper-middle income,10.5,32709015,20.048,79.952,12503.74414
PER,Peru,2021,Latin America & Caribbean,Upper-middle income,10.1,33149026,19.619,80.381,14138.3584
PER,Peru,2022,Latin America & Caribbean,Upper-middle income,,33604313,19.193,80.807,14349.33789
PHL,Philippines,2000,East Asia & Pacific,Lower-middle income,42.4,77526276,41.928,58.072,3995.89502
PHL,Philippines,2001,East Asia & Pacific,Lower-middle income,41.1,79058145,41.46,58.54,4025.201416
